SMILES_acc,SMILES_don,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,EgCV_A,λ_A_absorption,EgA_opt,HOMO_D,LUMO_D,EgCV_D,λ_D_absorption,EgD_opt
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.91,25.3,69.4,16.0,-5.68,-3.91,1.77,890.0,1.39,-5.63,-3.56,2.07,626.0,1.98
CCCCCCCCCCCC1=C(SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC)C=C1C(=O)C2=CC(F)=C(F)C=C2C1=C(C#N)C#N,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.86,26.5,75.2,17.2,-5.72,-4.06,1.66,912.0,1.36,-5.47,-2.71,2.76,627.0,1.98
CCCCCCCCCCCC1=C(SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC)C=C1C(=O)C2=CC(F)=C(F)C=C2C1=C(C#N)C#N,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.87,27.1,77.9,18.3,-5.72,-4.06,1.66,912.0,1.36,-5.47,-2.71,2.76,627.0,1.98
CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.871,25.9,73.1,16.5,-5.64,-4.07,1.57,900.0,1.38,-5.48,-3.65,1.83,627.0,1.98
CCCCCCCCCc1c(C=C2C(=O)c3cc(Cl)c(Cl)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CCCCCCCCC)c(C=C7C(=O)c8cc(Cl)c(Cl)cc8C7=C(C#N)C#N)sc6c5n(CC(CCCC)CCCCCC)c4c3n(CC(CCCC)CCCCCC)c21,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.882,26.5,76.6,17.9,-5.64,-4.07,1.57,900.0,1.38,-5.48,-3.65,1.83,627.0,1.98
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.904,25.1,72.1,16.4,-5.68,-3.9,1.78,910.0,1.36,-5.47,-2.71,2.76,627.0,1.98
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.915,25.8,74.1,17.5,-5.68,-3.9,1.78,910.0,1.36,-5.47,-2.71,2.76,627.0,1.98
CCCCCCC(CCC)Cc3c(/C=C/2C(=O)C1/C=C(F)\C(F)=C/C1C2=C(C#N)\C#N)sc%12c3sc%13c%11c5nc4cc(F)c(F)cc4nc5c%10c9sc8c(CC(CCCC)CCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCC)CCCCCC)c%10c%11n(CC(CCCC)CCCCCC)c%12%13,CCCCCCc9c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%10c(Cc3c(C(C)C)cc(C(C)C)cc3C(C)C)c(c7sc6c(CCCCCC)c(C=c5c(=O)c4cc(F)c(F)cc4c5=C(C#N)C#N)sc6c7c8c(C(C)C)cc(C(C)C)cc8C(C)C)sc9%10,0.82,20.72,70.83,12.11,-5.67,-3.84,1.44,861.0,1.44,-5.51,-2.77,1.74,625.0,1.98
CCCCCCC(CCC)Cc3c(/C=C/2C(=O)C1/C=C(F)\C(F)=C/C1C2=C(C#N)\C#N)sc%12c3sc%13c%11c5nc4cc(F)c(F)cc4nc5c%10c9sc8c(CC(CCCC)CCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCC)CCCCCC)c%10c%11n(CC(CCCC)CCCCCC)c%12%13,CCCCCCCCCCCc9c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%10c(Cc3c(C(C)C)cc(C(C)C)cc3C(C)C)c(c7sc6c(CCCCCCCCCCC)c(C=c5c(=O)c4cc(F)c(F)cc4c5=C(C#N)C#N)sc6c7c8c(C(C)C)cc(C(C)C)cc8C(C)C)sc9%10,0.83,21.07,74.48,13.03,-5.66,-3.8,1.44,861.0,1.44,-5.51,-2.77,1.74,625.0,1.98
CCCCCCC(CCC)Cc3c(/C=C/2C(=O)C1/C=C(F)\C(F)=C/C1C2=C(C#N)\C#N)sc%12c3sc%13c%11c5nc4cc(F)c(F)cc4nc5c%10c9sc8c(CC(CCCC)CCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCC)CCCCCC)c%10c%11n(CC(CCCC)CCCCCC)c%12%13,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.87,27.13,76.68,18.37,-5.67,-3.93,1.38,900.0,1.38,-5.51,-2.77,1.74,625.0,1.98
CCCCCCC(CCC)Cc3c(/C=C/2C(=O)C1/C=C(F)\C(F)=C/C1C2=C(C#N)\C#N)sc%12c3sc%13c%11c5nc4cc(F)c(F)cc4nc5c%10c9sc8c(CC(CCCC)CCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCC)CCCCCC)c%10c%11n(CC(CCCC)CCCCCC)c%12%13,CCCCCCc9c(C=c2c(=O)c1ccsc1c2=C(C#N)C#N)sc%10c(Cc3c(C(C)C)cc(C(C)C)cc3C(C)C)c(c7sc6c(CCCCCC)c(C=c5c(=O)c4sccc4c5=C(C#N)C#N)sc6c7c8c(C(C)C)cc(C(C)C)cc8C(C)C)sc9%10,1.04,15.8,58.69,9.68,-5.62,-3.64,1.65,750.0,1.65,-5.51,-2.77,1.74,625.0,1.98
CCCCCCCCCCCC1=C(SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC)C=C1C(=O)C2=CC(F)=C(F)C=C2C1=C(C#N)C#N,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.868,27.23,76.78,18.14,-5.65,-4.1,1.55,912.0,1.36,-5.3,-2.78,2.52,627.0,1.98
CCCCCCCCCCCCOc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(SC(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)C7OCCCCCCCCCCC)c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,1.002,24.6,77.6,19.2,-5.74,-3.78,1.96,825.0,1.5,-5.25,-2.88,2.37,627.0,1.98
CCCCCCCCCCCCOc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(SC(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)C7OCCCCCCCCCCC)c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,1.013,9.54,50.2,4.9,-5.78,-3.69,2.09,846.0,1.47,-5.25,-2.88,2.37,627.0,1.98
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.909,26.05,79.7,18.84,-5.68,-3.9,1.78,910.0,1.36,-5.57,-3.57,2.0,627.0,1.98
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.92,26.25,83.0,20.05,-5.68,-3.9,1.78,910.0,1.36,-5.57,-3.57,2.0,627.0,1.98
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.925,26.23,81.1,19.68,-5.68,-3.9,1.78,910.0,1.36,-5.57,-3.57,2.0,627.0,1.98
CCCCCCCCc%13c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%14cc(c%10sc9c(N(c3ccc(CCCC)cc3)c4ccc(CCCCC)cc4)c(c8cc7sc(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)c(CCCCCCCC)c7s8)sc9c%10N(c%11ccc(CCCC)cc%11)c%12ccc(CCCC)cc%12)sc%13%14,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.9,23.61,72.3,15.44,-5.55,-3.98,1.57,867.0,1.43,-5.44,-3.47,1.97,627.0,1.98
CCCCCCCCc%13c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%14cc(c%10sc9c(N(c3ccc(CCCC)cc3)c4ccc(CCCCC)cc4)c(c8cc7sc(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)c(CCCCCCCC)c7s8)sc9c%10N(c%11ccc(CCCC)cc%11)c%12ccc(CCCC)cc%12)sc%13%14,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.92,22.43,66.55,13.75,-5.55,-3.98,1.57,867.0,1.43,-5.44,-3.47,1.97,627.0,1.98
CCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCCCCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CCCC)CCCCCC)c9c%10n(CC(CCCC)CCCCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.87,27.7,79.8,19.3,-5.65,-3.63,2.02,950.0,1.31,-5.63,-3.56,2.07,627.0,1.98
CCCCCCCCc%13c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%14cc(c%10sc9c(N(c3ccc(CCCC)cc3)c4ccc(CCCCC)cc4)c(c8cc7sc(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)c(CCCCCCCC)c7s8)sc9c%10N(c%11ccc(CCCC)cc%11)c%12ccc(CCCC)cc%12)sc%13%14,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.915,22.9,74.7,15.6,-5.55,-3.98,1.57,867.0,1.43,-5.63,-3.56,2.07,627.0,1.98
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1c(Cl)scc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5c(Cl)scc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.92,26.1,77.1,18.5,-5.68,-3.9,1.78,900.0,1.38,-5.63,-3.56,2.07,627.0,1.98
CCCCCCCCCCCCC(CCCCCCCCCC)Cn%12c4c3sc(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)c(CCCCCCCCCCC)c3sc4c%11c5nsnc5c%10c9sc8c(CCCCCCCCCCC)c(/C=C/7C(=O)c6cc(F)c(F)cc6C7C(C#N)C#N)sc8c9n(CCCCCCCCCCC)c%10c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.858,27.5,80.5,19.0,-5.79,-3.85,1.94,920.0,1.35,-5.48,-2.73,2.75,627.0,1.98
CCCCCCCCCCCCC(CCCCCCCCCC)Cn%12c4c3sc(/C=C/2C(=O)c1cc(F)c(F)cc1C2C(C#N)C#N)c(CCCCCCCCCCC)c3sc4c%11c5nsnc5c%10c9sc8c(CCCCCCCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCCCCCCCC)CCCCCCCCCCCC)c%10c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.876,26.6,78.6,18.3,-5.78,-3.82,1.96,908.0,1.37,-5.48,-2.73,2.75,627.0,1.98
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.91,26.39,81.59,19.55,-5.68,-3.92,1.76,900.0,1.38,-5.44,-3.47,1.97,627.0,1.98
CCCCCCCCCc3c(/C=C/2C(=O)C1/C=C(F)\C(F)=C/C1C2=C(C#N)\C#N)sc%12c3sc%13c%11c5nc4cc(F)c(F)cc4nc5c%10c9sc8c(CC(CCCC)CCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCC)CCCCCC)c%10c%11n(CC(CCCC)CCCCCC)c%12%13,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.908,25.32,74.32,17.67,-5.37,-4.02,1.35,917.0,1.35,-5.11,-3.16,1.95,627.0,1.98
CCCCCCC(CCC)Cc3c(/C=C/2C(=O)C1/C=C(F)\C(F)=C/C1C2=C(C#N)\C#N)sc%12c3sc%13c%11c5nc4cc(F)c(F)cc4nc5c%10c9sc8c(CC(CCCC)CCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCCC)CCCCCC)c%10c%11n(CC(CCCC)CCCCCC)c%12%13,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.951,25.95,78.96,19.01,-5.35,-3.97,1.4,897.0,1.38,-5.11,-3.16,1.95,627.0,1.98
CCCCCCCCc%14ccc(c3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(c5ccc(CCCCCCCC)s5)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CC)CCCC)c%10c%11n(CC(CC)CCCC)c%12%13)s%14,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.889,26.36,79.36,18.61,-5.6,-3.78,1.82,912.0,1.36,-5.63,-3.56,2.07,627.0,1.98
CCCCCCCCc%14ccc(c3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(c5ccc(CCCCCCCC)s5)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CC)CCCC)c%10c%11n(CC(CC)CCCC)c%12%13)s%14,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.891,26.77,79.71,19.02,-5.6,-3.78,1.82,912.0,1.36,-5.63,-3.56,2.07,627.0,1.98
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,CCCCCCCCCCCC1=C(SC2=C1SC3=C2N(C4=C3C5=NSN=C5C6=C4N(C7=C6SC8=C7SC(=C8CCCCCCCCCCC)C=C9C(=C(C#N)C#N)C1=CC(=C(C=C1C9=O)F)F)CC(CC)CCCC)CC(CC)CCCC)C=C1C(=C(C#N)C#N)C2=CC(=C(C=C2C1=O)F)F,0.798,21.42,59.52,10.18,-5.63,-4.1,1.53,910.0,1.36,-5.51,-2.77,2.74,627.0,1.98
CCCCCCCCCCCCC(CCCCCCCCCC)Cn%14c4c3sc(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)c(CCCCCCCCCCC)c3sc4c%13c5nsnc5c%12c9sc8c(CCCCCCCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CCCCCCCCn%11nc%10cc(F)c(F)cc%10n%11)c%12c%13%14,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.85,26.75,79.0,17.95,-5.76,-3.89,1.87,935.0,1.32,-5.51,-2.77,2.74,627.0,1.98
CCCCCCCCCCCCC(CCCCCCCCCC)Cn%12c4c3sc(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)c(CCCCCCCCCCC)c3sc4c%11c5nsnc5c%10c9sc8c(CCCCCCCCCCC)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CCCCCCCCCl)c%10c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.85,28.17,80.9,19.4,-5.78,-3.88,1.9,915.0,1.35,-5.51,-2.77,2.74,627.0,1.98
CCCCCCCCCCCc3c(/C=C/2C(=O)c1cc(F)c(F)cc1C2C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CCCC)CCCCCC)c9c%10n(CC(CCCC)CCCCCC)c%11%12,CCCCCCC(CC1=CSC(C2=CC3=C(C4=C(C5=NSN=C53)C=C(S4)C6=CC(CC(CCCCCC)CCCC)=C(S6)C7=CC8=C(C9=C(C(C%10=CC(F)=C(N%10)CC(CCCC)CC)=C8S7)C=CS9)C%11=CC(F)=C(S%11)CC(CCCC)CC)S2)=C1)CCCC,0.865,27.52,79.3,18.88,-5.68,-4.06,1.62,915.0,1.36,-5.51,-2.77,2.74,627.0,1.98
